Transaction ID,CPU Time,I/O on Disk,% Read Operations
3511,2.5348,3,11
3512,2.4657,3,96
3513,2.4693,4,12
3514,2.369,3,97
3515,2.2091,4,94
3516,2.5648,3,12
3517,2.3705,3,85
3518,2.2618,4,88
3519,2.5063,3,88
3520,1.8489,3,17
3521,2.5554,3,16
3522,2.6628,3,88
3523,2.5824,3,87
3524,2.5075,3,11
3525,2.4836,3,97
3526,2.1691,3,86
3527,2.5542,3,85
3528,2.251,3,13
3529,2.5774,3,9
3530,2.4151,3,21
3531,2.5679,3,87
3532,2.2816,3,94
3533,2.5831,3,94
3534,2.8696,3,20
3535,2.2238,4,5
3536,2.4078,3,87
3537,2.5247,4,7
3538,2.3996,3,19
3539,2.5627,4,94
3540,2.3668,3,12
3541,2.5191,3,10
3542,2.1209,4,17
3543,2.2068,3,97
3544,2.4394,3,88
3545,2.5644,3,86
3546,2.2857,3,7
3547,2.3789,3,87
3548,2.3485,3,8
3549,2.6183,4,10
3550,2.4733,3,7
3551,2.6023,3,96
3552,2.1995,3,12
3553,2.7928,4,87
3554,2.3682,3,10
3555,2.4934,3,11
3556,2.254,3,4
3557,2.465,3,12
3558,2.2753,4,96
3559,2.6026,3,15
3560,2.549,4,92
3561,2.218,4,9
3562,2.3828,3,97
3563,2.0986,3,97
3564,2.2234,3,86
3565,2.4338,3,7
3566,1.9077,3,16
3567,2.7476,3,12
3568,2.4066,3,9
3569,2.4532,3,17
3570,2.4005,3,88
3571,2.3344,3,89
3572,2.2513,3,93
3573,2.4427,3,92
3574,2.3961,3,6
3575,2.549,3,99
3576,2.3771,4,88
3577,2.5949,3,11
3578,2.4452,3,90
3579,2.4461,3,89
3580,2.6033,3,85
3581,2.3616,3,91
3582,2.1996,3,10
3583,2.4439,4,97
3584,2.2311,4,3
3585,2.2919,3,90
3586,2.5827,4,91
3587,2.6957,3,2
3588,2.5074,4,89
3589,2.5565,3,84
3590,2.5397,3,8
3591,2.4521,4,6
3592,2.3443,3,8
3593,2.2257,3,90
3594,2.7342,3,12
3595,2.6498,3,88
3596,2.6008,3,87
3597,2.4191,3,9
3598,2.497,3,7
3599,2.5422,3,88
3600,2.6718,3,92
3601,2.825,3,5
3602,2.2878,4,89
3603,2.7015,3,90
3604,2.458,3,9
3605,2.1374,3,89
3606,2.3227,4,15
3607,2.4848,3,12
3608,2.5437,3,6
3609,2.5343,3,96
3610,2.2216,4,92
3611,2.4818,3,88
3612,2.1931,3,17
3613,2.7285,4,17
3614,2.0975,3,91
3615,2.8897,3,8
3616,2.4796,4,95
3617,2.1198,4,88
3618,2.3968,3,89
3619,2.3297,3,18
3620,2.3941,3,11
3621,2.2491,3,10
3622,2.0364,3,10
3623,2.1599,3,7
3624,2.5545,3,7
3625,2.5702,3,90
3626,2.3713,3,12
3627,2.4119,3,95
3628,2.4027,4,16
3629,2.3095,4,82
3630,2.3487,3,16
3631,2.325,3,88
3632,2.1738,3,7
3633,2.4898,3,13
3634,2.6768,3,91
3635,2.2263,3,9
3636,2.6669,3,100
3637,2.483,4,90
3638,2.3721,3,91
3639,2.3756,3,89
3640,2.4513,3,86
3641,1.9774,3,95
3642,2.0393,3,13
3643,2.4385,3,14
3644,2.3403,3,83
3645,2.2334,3,94
3646,2.2462,3,2
3647,2.3307,3,87
3648,2.3926,3,92
3649,2.2726,3,88
3650,2.4426,3,8
3651,2.3218,4,84
3652,2.4402,3,86
3653,2.3337,3,17
3654,2.1324,3,7
3655,2.2379,3,11
3656,2.6738,3,10
3657,2.5771,4,93
3658,1.9399,3,87
3659,2.2566,3,13
3660,2.4835,4,15
3661,2.5362,3,13
3662,2.5045,3,14
3663,2.2237,4,81
3664,2.6174,3,10
3665,2.7552,3,12
3666,2.5667,3,91
3667,1.9229,3,97
3668,2.2469,3,3
3669,2.0865,3,5
3670,2.3379,3,10
3671,2.2009,3,15
3672,2.9754,4,87
3673,2.4111,3,10
3674,2.6022,3,100
3675,2.4326,3,100
3676,2.3261,3,90
3677,2.3114,3,94
3678,2.1851,3,87
3679,2.3216,4,91
3680,2.385,3,90
3681,2.619,4,13
3682,2.4727,3,19
3683,2.0651,3,8
3684,2.0575,3,92
3685,2.4505,4,97
3686,2.3743,3,79
3687,2.5498,4,5
3688,2.5018,4,13
3689,2.4606,3,4
3690,2.2229,3,10
3691,2.548,3,83
3692,2.4227,4,3
3693,2.8061,4,96
3694,2.4656,3,84
3695,2.3765,4,83
3696,2.3132,4,87
3697,2.3179,4,16
3698,2.3025,3,13
3699,2.3259,3,15
3700,2.3914,3,4
3701,2.7921,3,17
3702,2.1911,4,15
3703,2.5484,3,12
3704,2.4648,3,86
3705,2.7214,3,86
3706,2.4961,3,0
3707,2.8869,3,9
3708,2.628,3,18
3709,2.5508,3,81
3710,2.6384,3,6
3711,2.5222,3,11
3712,2.4888,4,84
3713,2.3749,3,87
3714,2.3092,3,10
3715,2.2379,3,98
3716,2.5139,3,10
3717,2.3127,3,17
3718,2.5207,3,97
3719,2.3841,4,82
3720,2.1638,3,13
3721,2.3186,4,18
3722,2.0773,4,0
3723,2.2159,3,5
3724,2.4306,3,19
3725,2.4359,4,10
3726,2.538,3,96
3727,2.2594,3,13
3728,2.3265,4,4
3729,2.6457,3,93
3730,2.5649,3,90
3731,2.3488,3,8
3732,2.0891,3,99
3733,2.489,3,16
3734,2.694,4,14
3735,2.5096,3,95
3736,2.0781,3,84
3737,2.272,3,15
3738,2.4471,3,89
3739,2.54,3,83
3740,2.2761,3,85
3741,2.6704,3,5
3742,2.3722,3,14
3743,2.2156,4,19
3744,2.919,3,92
3745,2.2524,3,96
3746,2.4378,3,94
3747,1.9052,3,6
3748,2.3185,4,90
3749,2.5049,3,90
3750,2.4865,4,6
3751,2.6637,4,95
3752,2.689,3,11
3753,2.3375,3,96
3754,2.4048,3,86
3755,2.22,3,98
3756,2.2695,3,88
3757,2.3454,3,85
3758,2.5219,3,91
3759,2.3026,4,82
3760,2.1108,3,91
3761,2.256,4,21
3762,2.6124,3,15
3763,2.5019,3,91
3764,2.5246,3,10
3765,2.3192,3,87
3766,2.2519,3,14
3767,2.4369,3,90
3768,2.4718,3,13
3769,2.4253,3,6
3770,2.5675,3,89
3771,2.437,3,87
3772,2.1214,4,95
3773,2.561,3,0
3774,2.8789,4,87
3775,2.4475,3,14
3776,2.7375,3,94
3777,2.2318,4,0
3778,2.312,3,1
3779,2.1979,3,89
3780,2.1175,4,11
3781,2.5058,3,13
3782,2.343,3,10
3783,2.5,4,88
3784,2.3687,4,10
3785,2.7724,3,87
3786,1.806,3,93
3787,2.1212,4,97
3788,2.7699,3,19
3789,2.4751,3,9
3790,2.4387,4,92
3791,2.6527,3,14
3792,2.2142,3,82
3793,2.4623,3,7
3794,2.6949,3,15
3795,2.3249,3,97
3796,2.3992,3,97
3797,2.5509,4,8
3798,2.371,4,11
3799,2.3578,4,93
3800,2.4246,3,93
3801,2.4281,3,6
3802,2.27,3,12
3803,2.4514,3,82
3804,2.0915,4,10
3805,2.6152,3,5
3806,2.3986,3,3
3807,2.4892,4,91
3808,2.5049,3,100
3809,2.9167,3,95
3810,2.4047,4,15
3811,2.3917,3,14
3812,2.329,4,89
3813,2.0639,3,6
3814,2.3696,4,2
3815,2.6046,3,93
3816,2.5393,3,12
3817,2.3058,3,86
3818,2.4972,4,93
3819,2.1677,4,15
3820,2.4057,3,22
3821,2.5482,4,20
3822,2.7199,3,7
3823,2.3846,3,90
3824,2.3486,3,11
3825,2.44,3,81
3826,2.5211,4,15
3827,2.4246,3,12
3828,2.0237,3,88
3829,2.3228,3,0
3830,2.5455,3,88
3831,2.3395,3,9
3832,1.9913,3,83
3833,2.2737,3,81
3834,2.1322,3,7
3835,2.5764,3,9
3836,2.5583,4,94
3837,2.3196,4,98
3838,2.77,3,14
3839,2.647,4,8
3840,2.495,4,11
3841,2.1103,3,89
3842,2.4323,3,91
3843,2.5147,4,94
3844,2.5519,4,17
3845,2.1638,4,82
3846,2.846,3,12
3847,2.0911,3,5
3848,2.5504,3,14
3849,2.4374,3,4
3850,2.3209,4,98
3851,2.4983,3,11
3852,2.057,4,90
3853,2.1362,4,13
3854,2.3963,3,17
3855,2.7867,4,11
3856,2.1259,3,84
3857,2.4476,3,93
3858,2.6142,3,16
3859,2.486,4,20
3860,2.476,3,14
3861,2.1835,4,2
3862,2.415,3,7
3863,2.7183,3,82
3864,2.1232,4,86
3865,2.2312,3,96
3866,2.7581,3,89
3867,2.2002,3,97
3868,2.3951,3,80
3869,2.6192,3,14
3870,2.622,3,88
3871,2.2013,4,100
3872,2.5599,3,13
3873,2.2964,3,94
3874,2.6855,3,80
3875,2.7632,3,92
3876,2.0196,3,9
3877,2.7154,3,9
3878,2.3938,3,93
3879,2.4324,3,92
3880,2.5979,3,0
3881,2.5587,4,88
3882,2.0102,3,15
3883,2.379,3,17
3884,2.2432,3,20
3885,2.5879,3,85
3886,2.6214,3,9
3887,2.3577,4,88
3888,2.6138,3,93
3889,2.1551,3,88
3890,2.4068,3,17
3891,2.0351,3,19
3892,2.119,4,92
3893,2.1534,3,86
3894,2.4999,4,2
3895,2.3384,3,0
3896,2.2769,3,83
3897,2.5694,3,7
3898,2.5162,3,93
3899,2.2808,3,93
3900,2.6554,4,16
3901,2.5075,3,7
3902,2.1374,3,97
3903,2.5563,3,10
3904,2.2743,3,78
3905,2.1344,3,90
3906,2.5079,3,2
3907,2.3037,3,14
3908,2.484,3,6
3909,2.2937,3,16
3910,1.9033,3,90
3911,2.531,3,6
3912,2.5519,3,89
3913,2.2981,3,7
3914,2.3174,3,10
3915,2.6983,3,89
3916,2.3858,3,86
3917,2.5965,3,9
3918,2.3766,3,6
3919,2.7436,4,100
3920,2.4524,3,94
3921,2.6689,3,80
3922,2.8508,4,91
3923,2.4558,4,3
3924,2.2382,3,14
3925,2.0593,3,95
3926,2.0651,3,78
3927,2.3687,4,9
3928,2.4814,3,87
3929,2.3758,3,91
3930,1.9397,3,96
3931,2.3594,3,93
3932,2.6141,3,4
3933,2.0879,3,86
3934,2.6915,3,2
3935,2.4257,3,16
3936,2.6124,4,80
3937,2.5847,3,10
3938,2.221,3,94
3939,2.2083,4,4
3940,2.3081,3,93
3941,2.2177,3,10
3942,2.3345,3,91
3943,3.1117,3,80
3944,2.3819,3,89
3945,2.3853,3,97
3946,2.3063,3,14
3947,2.1293,3,87
3948,2.1424,3,9
3949,2.5377,3,9
3950,2.446,3,91
3951,2.2048,3,85
3952,2.7361,3,5
3953,2.4275,3,7
3954,2.3371,3,93
3955,2.6575,3,92
3956,2.0456,3,11
3957,2.4582,3,88
3958,2.8145,4,16
3959,2.406,3,89
3960,2.7281,3,88
3961,2.426,3,2
3962,2.2151,3,87
3963,2.6874,3,91
3964,2.356,4,95
3965,2.4088,4,10
3966,2.5319,4,4
3967,2.5232,3,18
3968,2.642,3,98
3969,2.2572,3,5
3970,2.3069,3,3
3971,2.4417,4,89
3972,2.4321,4,16
3973,2.3619,4,4
3974,2.2916,4,87
3975,2.3666,3,12
3976,2.2101,3,13
3977,2.61,3,91
3978,2.6672,4,85
3979,2.147,4,18
3980,2.6741,4,13
3981,2.2627,3,96
3982,2.48,3,10
3983,2.4694,3,10
3984,2.2952,4,93
3985,2.4413,3,8
3986,2.4878,3,13
3987,2.3069,3,9
3988,2.4991,3,93
3989,2.5553,4,4
3990,2.4077,3,10
3991,2.3854,4,13
3992,2.1346,3,6
3993,1.9305,4,94
3994,2.7624,3,13
3995,2.4511,3,91
3996,2.9989,4,13
3997,2.2152,3,89
3998,2.3608,3,3
3999,2.4837,3,91
4000,2.5282,4,95
4001,2.4373,3,8
4002,2.3506,3,91
4003,2.5864,4,2
4004,2.5128,4,90
4005,2.3131,3,96
4006,2.5343,3,91
4007,2.5215,3,1
4008,2.2388,3,93
4009,2.4123,3,99
4010,2.504,3,86
4011,2.0933,3,12
4012,2.4843,4,84
4013,2.4894,4,11
4014,2.5224,3,9
4015,2.3461,3,16
4016,2.5374,4,8
4017,2.586,3,84
4018,2.1917,3,21
4019,2.4984,3,10
4020,2.6039,3,5
4021,2.5461,3,97
4022,2.3617,3,16
4023,2.1095,3,10
4024,2.2433,3,9
4025,2.3766,3,94
4026,2.4906,3,7
4027,2.2795,3,8
4028,2.236,4,85
4029,2.4022,3,10
4030,2.8993,3,9
4031,2.5325,3,14
4032,2.3201,4,13
4033,2.4977,3,13
4034,2.2879,3,89
4035,2.1845,3,81
4036,2.4147,4,89
4037,2.5916,3,5
4038,2.2161,4,17
4039,2.1691,3,14
4040,2.725,3,15
4041,2.4457,3,14
4042,1.9279,4,89
4043,2.2927,3,17
4044,2.1853,3,11
4045,2.2322,3,9
4046,2.5879,3,15
4047,2.2801,3,15
4048,2.3374,3,8
4049,1.9151,3,94
4050,2.2424,3,89
4051,2.2085,3,89
4052,2.6268,3,86
4053,2.3051,3,10
4054,2.2601,3,92
4055,2.5042,4,96
4056,2.8346,3,85
4057,2.5822,4,88
4058,2.4512,3,92
4059,2.3536,3,79
4060,2.0061,4,8
4061,2.5486,3,6
4062,2.41,3,86
4063,2.4059,3,13
4064,2.4139,4,94
4065,2.4831,3,89
4066,2.7899,3,91
4067,2.2986,3,12
4068,2.4688,3,93
4069,2.2022,4,100
4070,2.6258,3,7
4071,2.0698,3,5
4072,2.6086,4,87
4073,2.362,4,15
4074,2.457,3,99
4075,2.4206,3,92
4076,2.4026,3,87
4077,2.3719,3,83
4078,2.5423,3,96
4079,2.4579,3,92
4080,2.6098,4,96
4081,2.4884,3,3
4082,2.1878,4,14
4083,2.3638,3,28
4084,2.5449,3,9
4085,2.3909,3,93
4086,2.359,4,15
4087,2.3106,3,5
4088,2.4801,3,5
4089,2.3071,3,9
4090,2.1897,4,82
4091,2.471,3,3
4092,2.4739,3,10
4093,2.5075,3,8
4094,2.3539,3,10
4095,2.6339,3,89
4096,2.889,3,10
4097,2.4106,3,86
4098,2.5679,3,96
4099,2.4866,3,14
4100,2.4622,3,86
4101,2.1957,3,6
4102,2.4804,3,90
4103,2.3327,4,9
4104,2.7478,3,12
4105,2.7761,4,83
4106,2.5781,4,4
4107,2.1361,3,90
4108,2.5779,3,8
4109,2.5861,3,12
4110,2.4877,4,1
4111,2.6348,3,89
4112,2.4992,3,88
4113,2.5096,3,92
4114,2.3314,3,80
4115,2.4497,3,92
4116,2.5526,3,10
4117,2.5696,4,89
4118,2.169,3,91
4119,2.402,3,91
4120,2.3399,4,10
4121,2.8477,3,91
4122,2.3536,4,6
4123,2.0252,3,16
4124,2.611,4,87
4125,2.0113,4,5
4126,2.3825,3,85
4127,2.7826,4,6
4128,2.5201,3,83
4129,2.297,4,96
4130,1.9163,4,90
4131,2.6033,3,7
4132,2.2597,3,97
4133,2.5052,4,89
4134,2.2278,4,96
4135,2.525,4,93
4136,2.4338,4,6
4137,2.2845,4,17
4138,2.2181,3,6
4139,2.5722,3,2
4140,2.3892,3,16
4141,2.1769,4,88
4142,2.6686,3,13
4143,2.7449,3,87
4144,2.4185,3,10
4145,2.6432,3,84
4146,2.3261,3,83
4147,2.152,4,90
4148,2.1442,3,4
4149,2.2355,3,8
4150,2.3625,4,95
4151,2.4825,3,10
4152,2.3012,3,87
4153,2.348,4,97
4154,2.322,4,92
4155,2.2778,4,5
4156,2.5829,3,2
4157,2.4214,3,2
4158,2.697,3,94
4159,2.0215,3,86
4160,2.3,3,95
4161,2.2835,4,89
4162,2.1292,3,12
4163,2.5623,3,93
4164,2.3364,3,8
4165,2.5359,3,90
4166,2.3218,3,14
4167,2.4163,3,0
4168,2.5027,3,9
4169,2.2714,3,81
4170,2.696,3,1
4171,2.3876,3,5
4172,2.3657,3,93
4173,2.2473,3,88
4174,2.3248,3,14
4175,2.1603,3,89
4176,2.0351,3,90
4177,2.2686,4,97
4178,2.4469,3,16
4179,2.5382,3,90
4180,2.1907,3,96
4181,2.4623,4,89
4182,2.5014,3,92
4183,2.5884,3,90
4184,2.4931,3,88
4185,2.4194,3,8
4186,2.5899,3,0
4187,2.604,3,92
4188,2.4636,4,86
4189,2.5082,3,95
4190,1.968,4,15
4191,2.4525,3,11
4192,2.3777,3,14
4193,2.1458,4,16
4194,2.2844,3,91
4195,2.3079,4,10
4196,2.3793,3,4
4197,2.6231,3,9
4198,2.5204,3,93
4199,2.1441,3,87
4200,2.3566,4,79
4201,2.3273,3,15
4202,2.3081,4,83
4203,2.3896,4,92
4204,2.0963,4,13
4205,2.4636,3,93
4206,2.3438,3,20
4207,2.4486,3,10
4208,2.5075,4,11
4209,2.2568,3,87
4210,2.5528,3,88
4211,2.4047,3,5
4212,2.1985,3,18
4213,2.4733,4,89
4214,2.2823,3,80
4215,2.3129,3,98
4216,2.6575,3,14
4217,2.6087,3,92
4218,2.4892,3,3
4219,2.4724,4,5
4220,2.4763,3,11
4221,2.4068,3,13
4222,2.4211,4,93
4223,2.6401,3,7
4224,2.7249,3,10
4225,2.1061,3,95
4226,2.332,3,6
4227,2.6389,3,4
4228,2.5045,3,95
4229,2.4421,4,94
4230,2.4856,3,13
4231,2.4152,3,97
4232,2.4007,3,89
4233,2.7386,4,97
4234,2.5733,3,10
4235,2.2106,4,92
4236,2.6774,3,14
4237,2.2652,3,12
4238,2.3844,3,90
4239,2.6679,3,93
4240,2.4761,3,15
4241,2.4166,3,13
4242,2.4994,3,1
4243,1.9933,3,6
4244,2.1462,4,96
4245,2.4963,3,82
4246,2.2137,4,88
4247,2.5185,3,85
4248,2.6275,3,93
4249,2.8138,3,92
4250,1.8039,3,89
4251,2.0801,3,82
4252,2.3501,3,8
4253,2.188,3,7
4254,2.493,4,89
4255,2.4178,3,97
4256,2.4993,4,85
4257,2.508,3,87
4258,2.1467,3,4
4259,2.6198,3,89
4260,2.5465,3,86
4261,2.2505,3,88
4262,2.5852,4,13
4263,2.4795,3,13
4264,2.4794,3,10
4265,2.434,4,10
4266,2.6718,4,88
4267,2.214,4,15
4268,2.4444,4,90
4269,2.588,4,3
4270,1.9139,4,86
4271,1.8976,3,88
4272,2.2129,3,6
4273,2.1914,4,84
4274,2.5576,3,11
4275,2.3421,3,92
4276,2.6531,3,96
4277,2.2437,3,14
4278,2.821,3,9
4279,2.518,3,93
4280,2.2666,3,89
4281,2.4912,3,87
4282,2.4913,3,5
4283,2.4264,3,6
4284,2.471,3,82
4285,2.8293,3,9
4286,2.7661,3,85
4287,2.0364,3,11
4288,2.5063,3,96
4289,2.3524,4,93
4290,2.3515,3,6
4291,2.4462,3,9
4292,2.577,3,6
4293,2.71,3,89
4294,2.0223,4,93
4295,2.6856,3,5
4296,2.389,3,91
4297,2.157,4,87
4298,2.4066,4,87
4299,2.2924,3,0
4300,2.2067,3,19
4301,2.5885,4,84
4302,1.8758,4,4
4303,2.4684,3,84
4304,2.6184,4,19
4305,2.72,3,85
4306,2.2558,3,12
4307,2.5957,3,1
4308,2.3906,3,14
4309,2.3501,3,11
4310,2.4994,4,91
4311,2.2287,3,8
4312,2.1431,3,93
4313,2.1434,3,94
4314,2.2825,3,91
4315,2.1767,3,100
4316,2.4049,3,85
4317,2.5969,3,10
4318,2.3443,3,10
4319,2.5194,3,87
4320,2.4556,3,76
4321,2.3853,3,8
4322,2.1819,4,16
4323,2.4925,3,6
4324,2.2666,4,86
4325,2.3462,3,13
4326,2.7256,3,2
4327,2.3723,3,98
4328,2.7892,3,9
4329,2.5234,3,18
4330,2.3139,3,5
4331,2.2951,4,2
4332,2.7094,3,3
4333,2.4378,4,7
4334,2.3423,3,4
4335,2.2505,3,14
4336,2.5052,3,4
4337,2.55,4,10
4338,2.3186,3,86
4339,2.8067,3,87
4340,2.3528,3,13
4341,2.4313,3,96
4342,2.4981,3,95
4343,2.1746,3,93
4344,2.6294,4,2
4345,2.3049,3,100
4346,2.1774,3,84
4347,2.5574,4,90
4348,2.3766,3,91
4349,2.3889,4,100
4350,2.6525,3,11
4351,2.4232,3,5
4352,2.8173,3,10
4353,2.1907,4,8
4354,2.3836,3,90
4355,2.5633,3,96
4356,2.5384,3,84
4357,2.0877,4,92
4358,2.433,3,17
4359,2.4878,4,16
4360,2.0699,3,10
4361,2.176,4,93
4362,2.4566,4,93
4363,2.174,4,85
4364,2.3875,3,87
4365,2.4143,3,21
4366,2.6275,3,9
4367,2.6485,3,91
4368,2.4282,3,97
4369,2.1631,3,11
4370,2.2538,3,5
4371,2.1905,3,10
4372,2.5358,4,80
4373,2.6597,4,91
4374,2.9146,4,8
4375,2.4128,3,95
4376,2.6457,3,79
4377,2.6529,3,93
4378,2.2552,4,92
4379,2.6449,4,85
4380,2.3511,3,11
4381,2.5976,3,4
4382,2.5177,3,96
4383,2.4625,4,99
4384,2.5342,3,8
4385,2.3146,4,13
4386,2.5851,3,13
4387,2.3076,4,8
4388,2.1994,4,5
4389,2.3355,3,4
4390,1.9872,3,5
4391,2.0181,4,9
4392,2.3159,3,85
4393,2.4637,4,5
4394,2.5686,3,7
4395,2.4757,4,11
4396,2.4605,3,5
4397,2.1391,3,18
4398,2.6917,3,5
4399,2.4581,3,85
4400,2.0455,3,14
4401,2.5037,3,85
4402,2.0262,3,14
4403,2.3979,3,90
4404,2.2034,3,89
4405,2.1712,4,15
4406,2.5171,3,11
4407,2.1564,4,12
4408,2.5107,4,8
4409,2.7223,4,11
4410,2.284,3,91
4411,2.5544,4,89
4412,2.1317,3,93
4413,2.367,3,87
4414,2.5235,3,95
4415,2.4326,4,96
4416,2.3668,4,86
4417,2.0314,3,16
4418,2.5313,3,13
4419,2.5967,3,15
4420,2.4411,3,13
4421,2.6741,3,81
4422,2.7956,3,0
4423,2.2209,3,13
4424,2.5844,3,83
4425,2.5778,3,95
4426,2.5243,3,91
4427,2.7123,4,5
4428,2.2368,3,9
4429,2.2087,4,4
4430,2.6648,4,13
4431,2.1457,3,17
4432,2.4187,4,4
4433,2.5125,3,89
4434,2.1153,3,10
4435,2.613,3,9
4436,2.1983,4,11
4437,2.6706,4,94
4438,2.5061,4,11
4439,2.5456,4,16
4440,2.2422,3,12
4441,2.7086,3,10
4442,2.5595,4,89
4443,2.657,3,87
4444,2.4198,3,12
4445,2.3527,4,9
4446,2.2811,3,18
4447,2.1567,3,14
4448,2.7276,3,9
4449,2.5002,3,85
4450,2.4156,3,89
4451,2.5604,3,92
4452,2.6993,3,14
4453,2.4984,3,82
4454,2.4175,3,93
4455,2.2659,3,78
4456,2.5107,3,92
4457,2.5195,3,95
4458,2.365,3,91
4459,2.5371,3,19
4460,2.5752,3,96
4461,2.2989,3,1
4462,2.3168,3,15
4463,2.4555,4,93
4464,2.2769,3,5
4465,2.4191,3,81
4466,2.5051,3,85
4467,2.6019,4,80
4468,2.3428,3,8
4469,2.4056,3,15
4470,2.2034,3,1
4471,2.6337,3,87
4472,2.4278,3,90
4473,2.2968,3,98
4474,2.5454,3,5
4475,2.3493,3,94
4476,2.2079,3,14
4477,2.2176,3,96
4478,2.0199,3,14
4479,2.735,3,1
4480,2.2388,3,87
4481,2.579,4,6
4482,2.6037,3,8
4483,2.5942,3,10
4484,2.1188,3,95
4485,2.5398,3,11
4486,2.7812,3,3
4487,2.6108,4,7
4488,2.05,3,8
4489,2.623,3,11
4490,2.5479,3,95
4491,2.4148,4,89
4492,2.2617,4,21
4493,2.6367,3,8
4494,2.0691,4,12
4495,1.9297,3,93
4496,2.4726,3,96
4497,2.3846,4,88
4498,2.1636,3,4
4499,2.3144,3,11
4500,2.4976,3,12
4501,2.3987,3,21
4502,2.6478,3,10
4503,2.2569,3,96
4504,2.4978,3,95
4505,2.3708,3,1
4506,2.764,3,89
4507,2.2756,4,2
4508,2.6395,3,13
4509,2.736,3,13
4510,2.4168,4,13
4511,2.477,3,94
4512,2.3684,4,81
4513,2.535,3,89
4514,2.4923,3,87
4515,2.5496,3,86
4516,1.9432,3,10
4517,2.5854,3,84
4518,2.7545,3,14
4519,2.2744,3,4
4520,2.8169,4,97
4521,2.3973,4,15
4522,2.6609,4,95
4523,2.5604,3,90
4524,2.5304,3,90
4525,2.5891,3,97
4526,2.6184,3,85
4527,2.5307,3,8
4528,2.2616,3,92
4529,2.4722,3,91
4530,2.4707,3,86
4531,2.7031,3,7
4532,2.5049,3,9
4533,2.481,4,8
4534,2.5473,3,90
4535,2.436,3,12
4536,2.6188,4,9
4537,2.234,3,93
4538,2.2719,3,15
4539,2.3372,3,10
4540,2.7835,3,85
4541,2.2859,3,96
4542,2.2289,3,20
4543,1.8061,3,90
4544,2.3414,3,10
4545,2.5118,3,98
4546,2.3263,3,93
4547,2.4668,3,19
4548,2.2489,3,8
4549,2.473,3,11
4550,2.4858,4,9
4551,2.562,3,6
4552,1.9227,3,5
4553,2.3405,3,84
4554,2.1011,3,0
4555,2.628,4,95
4556,2.4611,3,90
4557,2.2353,3,90
4558,2.0018,3,91
4559,2.0577,3,83
4560,2.3556,4,93
4561,2.6967,3,9
4562,2.6513,3,90
4563,2.3529,3,89
4564,2.1906,4,12
4565,2.6678,3,92
4566,2.7369,3,15
4567,2.1914,3,10
4568,2.4606,4,90
4569,2.5516,3,92
4570,2.3691,3,0
4571,2.6957,3,89
4572,2.1236,4,6
4573,2.4996,3,83
4574,2.0684,3,87
4575,2.7081,4,21
4576,2.3737,3,2
4577,2.5597,3,82
4578,2.3183,3,12
4579,2.1605,3,85
4580,2.6358,3,16
4581,2.5086,3,8
4582,2.8057,3,83
4583,2.2884,3,1
4584,2.6065,3,7
4585,2.477,3,87
4586,2.4768,4,84
4587,2.3045,3,11
4588,2.439,3,14
4589,2.7599,4,12
4590,1.968,3,100
4591,2.089,3,11
4592,2.2771,3,6
4593,2.2697,4,15
4594,2.3,3,90
4595,2.5023,4,6
4596,2.4061,3,95
4597,2.2793,3,13
4598,2.2901,3,10
4599,2.2886,3,97
4600,2.439,3,12
4601,2.3093,3,2
4602,2.4349,4,8
4603,2.2083,3,11
4604,2.5359,3,82
4605,2.3945,3,87
4606,2.1015,4,91
4607,2.3745,3,86
4608,2.5981,3,99
4609,2.5259,3,93
4610,2.5977,3,83
4611,2.5183,3,96
4612,1.9772,3,87
4613,2.5575,4,11
4614,2.3203,4,8
4615,2.578,3,95
4616,2.6197,4,1
4617,2.2616,3,2
4618,2.177,3,86
4619,2.278,3,4
4620,2.347,3,93
4621,2.0967,4,97
4622,2.1496,3,16
4623,2.5741,3,16
4624,2.4418,4,9
4625,2.5825,3,84
4626,2.3173,3,7
4627,2.5348,3,14
4628,2.4843,3,12
4629,2.4714,3,89
4630,2.3458,3,78
4631,2.2646,4,88
4632,2.3412,3,5
4633,2.4657,3,5
4634,2.5366,3,9
4635,2.3753,3,94
4636,2.6465,4,5
4637,2.137,3,81
4638,2.5543,3,84
4639,2.3742,4,10
4640,2.2478,3,9
4641,2.4422,4,83
4642,2.4799,3,11
4643,2.0238,3,83
4644,2.4095,4,97
4645,2.5662,3,11
4646,2.5128,3,100
4647,2.5898,3,94
4648,2.526,3,3
4649,2.565,3,13
4650,2.503,4,9
4651,2.1152,4,7
4652,2.6242,4,3
4653,1.9346,4,14
4654,2.2986,3,5
4655,2.3821,4,85
4656,2.4056,4,88
4657,2.2202,3,12
4658,2.8527,3,13
4659,2.1908,4,13
4660,2.3245,3,92
4661,2.0986,4,7
4662,2.1304,4,10
4663,2.682,3,95
4664,2.356,4,8
4665,2.6018,4,90
4666,2.4166,3,86
4667,2.6455,3,11
4668,2.2291,3,16
4669,2.2026,4,84
4670,2.2545,4,7
4671,2.5607,3,85
4672,2.369,3,92
4673,2.3181,3,5
4674,2.0046,3,91
4675,2.7111,3,91
4676,2.2572,3,94
4677,2.1752,3,93
4678,2.6415,3,17
4679,2.2652,4,92
4680,2.4804,4,12
4681,2.6623,3,11
4682,2.5892,4,89
4683,2.2334,3,100
4684,2.5685,3,84
4685,2.2539,4,15
